ManagerName,PrivateFundName,PrivateFundGrossAssetValue,FilingDate
"Marlin Management Company, LLC","MARLIN HERITAGE EUROPE II EXECUTIVE FUND, L.P.","31,662,418.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE EUROPE II, L.P.","893,971,288.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE EUROPE, L.P.","1,192,862,916.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE EXECUTIVE FUND, L.P.","2,464,401.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE II EXECUTIVE FUND, L.P.","2,595,355.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE II, L.P.","779,225,390.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE II-A, L.P.","290,328,040.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE III, L.P.","237,446,812.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE III-A, L.P.","56,628,188.00",5/11/2022
"Marlin Management Company, LLC","MARLIN HERITAGE, L.P.","249,599,995.00",5/11/2022
"Marlin Management Company, LLC","MARLIN IV CAYMAN AIV, L.P.","339,587,231.00",5/11/2022
"Marlin Management Company, LLC","MARLIN MONARCH EXECUTIVE FUND V, L.P.","48,278,595.00",5/11/2022
"Marlin Management Company, LLC","MARLIN MONARCH HERITAGE II EXECUTIVE FUND, L.P.","10,328,757.00",5/11/2022
"Marlin Management Company, LLC","MARLIN-STARK PARTNERS, L.P.","38,500,353.00",5/11/2022
"Martis Capital Management, LLC","MARTIS PARTNERS IV PV, LP","127,688.00",4/28/2022
"Martis Capital Management, LLC","MARTIS PARTNERS IV, LP","768,849.00",4/28/2022
"Material Impact Management, LLC","MATERIAL IMPACT FUND I, L.P.","155,071,036.00",3/31/2022
"Material Impact Management, LLC","MATERIAL IMPACT FUND II, L.P.","206,539,577.00",3/31/2022
"Material Impact Management, LLC","MATERIAL IMPACT FUND III, L.P.","155,454,545.00",3/31/2022
"Material Impact Management, LLC","MATERIAL IMPACT OPPORTUNITY FUND I, L.P.","51,237,374.00",3/31/2022
"Math Venture Partners Management, LLC","MATH VENTURE PARTNERS II, L.P.","45,921,420.00",2/21/2023
"Math Venture Partners Management, LLC","MATH VENTURE PARTNERS, L.P.","36,166,417.00",2/21/2023
"Matrix Partners India Management, LLC",FUND F,"198,302,709.00",3/30/2022
"Matrix Partners India Management, LLC",FUND S,"1,303,540,142.00",3/30/2022
"Maverick Capital, Ltd.","MAVERICK CO-INVEST I, L.P.","2,966,000.00",9/22/2022
"Maverick Capital, Ltd.","MAVERICK GROWTH FUND, L.P.","75,517,000.00",9/22/2022
Maverick Real Estate Partners LLC,MAVERICK LIEN FUND VI LP,"379,789,282.00",10/7/2022
"MAX Ventures Management, LLC","MAX VENTURES FUND I, LP","28,694,904.00",5/19/2022
"MAX Ventures Management, LLC","MAX VENTURES FUND II, LP","32,795,475.00",5/19/2022
"MAX Ventures Management, LLC","MAX VENTURES NEW WORLD OPPORTUNITIES FUND, LP","13,440,783.00",5/19/2022
"May River Capital, LLC","HI-TECH HOLDINGS, LLC","240,238.00",5/10/2022
"May River Capital, LLC",INDUSTRIAL FLOW SOLUTIONS HOLDINGS LLC,"95,753,422.00",5/10/2022
"May River Capital, LLC","INDUSTRIAL VALVE HOLDINGS, LLC","483,573.00",5/10/2022
"May River Capital, LLC","MAY RIVER CAPITAL FUND I, LP","195,292,438.00",5/10/2022
"May River Capital, LLC","MAY RIVER CAPITAL FUND II, LP","385,675,730.00",5/10/2022
"May River Capital, LLC","MAY RIVER EXECUTIVE FUND II, LP","6,345,345.00",5/10/2022
"May River Capital, LLC",MRC DICKSON EQUITY LLC,"98,276,978.00",5/10/2022
"May River Capital, LLC",MRC KEELER EQUITY LP,"53,992,012.00",5/10/2022
"May River Capital, LLC",MRC KEYSTONE EQUITY LP,"26,000,000.00",5/10/2022
"May River Capital, LLC",MRC KILDARE EQUITY LP,"62,258,073.00",5/10/2022
"May River Capital, LLC",MRC LOWELL EQUITY LP,"33,665,320.00",5/10/2022
"May River Capital, LLC",MRC MARION EQUITY LLC,"30,771,474.00",5/10/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES ALICE)","500,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES KOVI B)","500,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES KOVI)","1,530,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES MERAMA)","6,600,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES NOTCO)","700,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL SERIES CO-INVEST I, L.P. (SERIES Z1)","500,000.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL VENTURES I, LP","86,340,253.00",3/31/2022
"Maya Capital Management, LLC","MAYA CAPITAL VENTURES II, L.P.","66,336,981.00",3/31/2022
"Maya Capital Management, LLC",MAYA CAPITAL VENTURES II-A L.P.,"13,774,333.00",3/31/2022
"MBC FII Management, LLC","MISSION BAY CAPITAL II, L.P.","36,097,541.00",5/26/2022
Meadow Capital Management LLC,MEADOW FUND V QUEENS CO-INVESTMENT LP,"21,560,718.00",12/8/2022
Meadow Capital Management LLC,MEADOW PERMANENT FUND LP,"25,194,584.00",12/8/2022
Meadow Capital Management LLC,MEADOW REAL ESTATE FUND V LP,"776,668,291.00",12/8/2022
Meadow Capital Management LLC,MEADOW RECOVERY FUND LP,"290,675,969.00",12/8/2022
Meadow Capital Management LLC,MEADOW STEINWAY CO-INVESTMENT LP,"58,405,019.00",12/8/2022
Meaningful Partners LLC,MEANINGFUL PARTNERS DEDICATED CAPITAL VEHICLE I LP,"112,975,000.00",12/4/2022
Meaningful Partners LLC,MEANINGFUL PARTNERS DEDICATED CAPITAL VEHICLE I-QP LP,"61,980,000.00",12/4/2022
"Medical Excellence Capital, LLC","MEDICAL EXCELLENCE CAPITAL PARTNERS, LP","114,400,000.00",4/29/2022
"Medina Capital Advisors, LLC","MEDINA CAPITAL FUND, LP","181,519.00",3/15/2022
"MEP Capital Management, LLC","CRIFF HOLDINGS, LLC","8,479,890.00",6/27/2022
"MEP Capital Management, LLC","MBMEDIA HOLDINGS, LLC","1,060,000.00",6/27/2022
"MEP Capital Management, LLC","MC MEDIA AND IP III, LLC","56,989,805.00",6/27/2022
"MEP Capital Management, LLC","MC MEDIA OPPORTUNITIES, LLC","24,582,704.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL HOLDINGS II, L.P.","103,551,320.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL HOLDINGS III, L.P.","74,371,326.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL II, L.P.","26,617,364.00",6/27/2022
"MEP Capital Management, LLC",MEP CAPITAL III L.P.,"17,381,521.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL PARALLEL FUND II, L.P.","76,879,956.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL PARALLEL FUND, LP","11,685,950.00",6/27/2022
"MEP Capital Management, LLC","MEP CAPITAL, LP","7,973,380.00",6/27/2022
"MGP Venture Fund III GP, LLC","MGP VENTURE FUND III, L.P.","2,679,981.00",3/25/2022
"MGP Venture Fund III GP, LLC","MGP VENTURE QP FUND III, L.P.","2,679,981.00",3/25/2022
"MHS Capital Management III, LLC","MHS CAPITAL PARTNERS CA, LLC","31,108,000.00",3/31/2022
"MHS Capital Management III, LLC","MHS CAPITAL PARTNERS III, L.P.","130,899,394.00",3/31/2022
"MHS Capital Management, LLC","IGG VENTURES, LLC","1,200,429.00",3/31/2022
"MHS Capital Management, LLC","MHS CAPITAL PARTNERS H, LLC","221,820.00",3/31/2022
"MHS Capital Management, LLC","MHS CAPITAL PARTNERS U, LLC","16,932,105.00",3/31/2022
"MHS Capital Management, LLC","MHS CAPITAL PARTNERS, LP","144,845,601.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE FS INSURE LP,"48,600,000.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS 2 LP,"80,124,413.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS 3 BUYER LP,"1,869,144.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS 3A LP,"680,401.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS 3B LP,"276,501.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS AIV 3C LP,"83,165.00",3/31/2022
"Milestone Partners Management Co., L.P.",MILESTONE PARTNERS FS LP,"207,942,265.00",3/31/2022
Milton Street Capital LLC,"MILTON STREET CAPITAL FUND I, LP","75,703,688.00",5/10/2022
Milton Street Capital LLC,"MILTON STREET CAPITAL FUND II, LP","23,800,000.00",5/10/2022
Mirae Asset Global Investments (Usa) LLC,MIRAE ASSET APEEL FUND I LP,"25,029,959.00",2/13/2023
Mirae Asset Global Investments (Usa) LLC,MIRAE ASSET FUTURE FUND I LP,"7,001,041.00",2/13/2023
Mirae Asset Global Investments (Usa) LLC,MIRAE ASSET PARTNER OPPORTUNITIES FUND I LP,"7,289,560.00",2/13/2023
"Mission BAY Capital Management, INC.","MISSION BAY CAPITAL, LLC","26,127,349.00",3/27/2022
Mission Biocapital Management Company LLC,MISSION BIOCAPITAL V LP,"265,458,240.00",5/18/2022
MMC Ventures Limited,MMC SCALE UP FUND 2019 LP,"91,078,105.00",1/31/2023
Monarch Alternative Capital LP,"MONARCH OPPORTUNISTIC INVESTMENT PARTNERSHIP - N, LP","4,244,098.00",8/23/2022
Monashees Gest�o DE Investimentos Ltda,MONASHEES CAPITAL II LLC,"3,290,753.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,MONASHEES CAPITAL III LLC,"16,600,000.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,"MONASHEES CAPITAL IV, L.P.","52,000,000.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,MONASHEES CAPITAL LLC,"6,700,000.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,"MONASHEES CAPITAL V, L.P.","49,000,000.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,"MONASHEES CAPITAL VI, L.P.","73,000,000.00",3/30/2022
Monashees Gest�o DE Investimentos Ltda,"MONASHEES CAPITAL VII, L.P.","285,000,000.00",3/30/2022
"Monogram Capital Management, L.P.","MONOGRAM COUNTRY ARCHER HOLDINGS II, LLC","16,281,319.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM COUNTRY ARCHER HOLDINGS, LLC","18,351,690.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM ATLANTIC CO-INVEST, L.P","23,407,262.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM CAPITAL PARTNERS I, L.P.","257,861,353.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM CAPITAL PARTNERS II P.V., L.P.","27,216,542.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM CAPITAL PARTNERS II, LP","203,973,480.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM COUNTRY ARCHER HOLDINGS III, LLC","14,222,795.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM COUNTRY ARCHER HOLDINGS IV, LLC","15,079,493.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM DIG INN HOLDINGS II, LLC","2,028,263.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM DIG INN HOLDINGS III, LLC","7,633,743.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM DIG INN HOLDINGS, LLC",,0  2022-05-27
"Monogram Capital Management, L.P.","MONOGRAM HEALTHY SPOT HOLDINGS II, LLC","2,428,569.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM HEALTHY SPOT HOLDINGS, LLC","4,269,249.00",5/27/2022
"Monogram Capital Management, L.P.","MONOGRAM TPS HOLDINGS, LLC","1,179,696.00",5/27/2022
Moonrise Capital LP,MOONRISE CHINA PARTNERS I LP,"178,419,257.00",4/28/2022
Moonrise Capital LP,MOONRISE CHINA PARTNERS II LP,"144,656,597.00",4/28/2022
Moonrise Capital LP,MOONRISE VENTURE PARTNERS I LP,"352,742,506.00",4/28/2022
Moonrise Capital LP,MOONRISE VENTURE PARTNERS II LP,"320,849,667.00",4/28/2022
Moonrise Capital LP,MOONRISE VENTURE PARTNERS III LP,"133,719,958.00",4/28/2022
"Morgan Creek Capital Management, LLC","MORGAN CREEK CONSUMER FUND, LP","15,045,000.00",6/22/2022
"Morgan Creek Capital Management, LLC","MORGAN CREEK PARTNERS CO-INVESTMENT FUND III, LP","20,100,000.00",6/22/2022
"Morgan Creek Capital Management, LLC","MORGAN CREEK PARTNERS VI, LP","41,260,000.00",6/22/2022
Morgenthaler Management Corporation,"MORGENTHALER PARTNERS VII, L.P.","14,183,810.00",3/28/2022
Morgenthaler Management Corporation,"MORGENTHALER PARTNERS VIII, L.P.","92,887,913.00",3/28/2022
"Motivate Capital Management, LLC",MOTIVATE VENTURES FUND I LP,"15,918,173.00",3/9/2022
"Motivate Capital Management, LLC",MOTIVATE VENTURES QP FUND I LP,"27,737,404.00",3/9/2022
"Motive Capital Management, LLC","GA LPA ACQUISITION, LP","57,816,374.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL CYPRESS CO-INVESTMENT, LP","338,333,074.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL CYPRESS CO-INVESTMENT I-A, LP","28,302,147.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL CYPRESS CO-INVESTMENT I-B, LP","98,437,123.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FINANTIX CO-INVESTMENT, LP","70,860,650.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FUND I-A (AIV1), LP","83,782,728.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FUND I-B (AIV1), LP","106,062,332.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FUND II-A, LP","707,093,218.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FUND II-B, LP","693,337,709.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL FUND II-MPF, LP","70,713,383.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE CAPITAL LMRKTS CO-INVESTMENT, LP","397,191.00",3/8/2023
"Motive Capital Management, LLC",MOTIVE CAPITAL STAR CO-INVESTMENT,,0  2023-03-08
"Motive Capital Management, LLC","MOTIVE IC SAS-A, LP","613,944,230.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE INVESTCLOUD CO-INVESTMENT I-A, LP","28,738,466.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE INVESTCLOUD CO-INVESTMENT, LP","243,834,457.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE MONICA CO-INVESTMENT, LP","20,819,188.00",3/8/2023
"Motive Capital Management, LLC","MOTIVE RP CO-INVESTMENT FUND, LP","157,744,055.00",3/8/2023
"Motive Capital Management, LLC",MOTIVE VENTURE POLLINATE CO-INVESTMENT LP,"19,252.00",3/8/2023
"Motive Capital Management, LLC","WT AGGREGATOR, LP","57,366,931.00",3/8/2023
"Mountain Capital Management, LLC","BEDROCK CIV, LP","80,292,000.00",3/30/2022
"Mountain Capital Management, LLC","BEDROCK NPI CIV, LP","21,578,995.00",3/30/2022
"Mountain Capital Management, LLC","CPP CIV, LP","21,131,961.00",3/30/2022
"Mountain Capital Management, LLC","ESCONDIDO CIV, LP","41,453,863.00",3/30/2022
"Mountain Capital Management, LLC","MOUNTAIN CAPITAL PARTNERS II, LP","494,465,345.00",3/30/2022
"Mountain Capital Management, LLC","MOUNTAIN CAPITAL PARTNERS NPI, LP","492,408,641.00",3/30/2022
"Mountain Capital Management, LLC","MOUNTAIN CAPITAL PARTNERS, LP","449,021,672.00",3/30/2022
"Mountain Capital Management, LLC","REVOLUTION CIV, LP","29,937,342.00",3/30/2022
"Mountain Capital Management, LLC","REVOLUTION II CIV, LP","7,484,010.00",3/30/2022
"Mountain Capital Management, LLC","SADDLEBACK CIV, LP","5,226,192.00",3/30/2022
MPM Asset Management LLC,MPM ASSET MANAGEMENT INVESTORS BV4 LLC,"3,797,588.00",11/17/2022
MPM Asset Management LLC,"MPM BIO 2014 NVS STRATEGIC FUND, L.P.","46,742,646.00",11/17/2022
MPM Asset Management LLC,"MPM BIO IV NVS STRATEGIC FUND, L.P.","38,233,965.00",11/17/2022
MPM Asset Management LLC,"MPM BIO V NVS STRATEGIC FUND, L.P.","32,650,411.00",11/17/2022
MPM Asset Management LLC,MPM BIOVENTURES IV GMBH & CO. BETEILIGUNGS KG,"2,379,149.00",11/17/2022
MPM Asset Management LLC,"MPM BIOVENTURES IV-QP, L.P.","70,108,000.00",11/17/2022
MPM Asset Management LLC,"ONCOLOGY INVESTORS OF TEXAS COSTIM, LLC","2,882,647.00",11/17/2022
Napier Park Global Capital (US) LP,NP RAILCAR HOLDINGS LLC,"2,665,590,168.00",9/22/2022
Napier Park Global Capital (US) LP,NP RAILCAR INVESTMENTS III LP,"106,593,735.00",9/22/2022
"Nautic Partners, LLC","ENDRIES CO-INVEST, LLC","450,941.00",3/30/2022
"Nautic Partners, LLC","IRC SUPERMAN AGGREGATOR, LLC","194,008,837.00",3/30/2022
"Nautic Partners, LLC","NAUTIC CAREPATHRX CO-INVEST, L.P.","652,516,530.00",3/30/2022
"Nautic Partners, LLC","NAUTIC PARTNERS (ESS), L.P.","141,706,703.00",3/30/2022
"Nautic Partners, LLC","NAUTIC PARTNERS IX, L.P.","1,397,603,422.00",3/30/2022
"Nautic Partners, LLC","NAUTIC PARTNERS IX-A, L.P.","801,570,086.00",3/30/2022
"Nautic Partners, LLC","NAUTIC PARTNERS X, L.P.","2,023,446,688.00",3/30/2022
"Nautic Partners, LLC","NAUTIC PARTNERS X-A, L.P.","1,600,507,863.00",3/30/2022
"Nautilus Ventures Advisors US, LLC","NAUTILUS VENTURE PARTNERS FUND II, L.P.","51,005,172.00",7/26/2022
"Nautilus Ventures Management Company (Us), LLC","NAUTILUS VENTURE PARTNERS FUND I, L.P.","124,247,905.00",7/26/2022
"NAV Management, LLC","NAV ATLAS OBSCURA I, LLC - CLASS A","683,150.00",3/28/2022
"NAV Management, LLC","NAV ATLAS OBSCURA I, LLC - CLASS B","450,000.00",3/28/2022
"NAV Management, LLC","NAV ATLAS OBSCURA I, LLC - CLASS SEED","507,314.00",3/28/2022
"NAV Management, LLC","NAV III OPPORTUNITY FUND, LLC - SERIES C","59,587.00",3/28/2022
"NAV Management, LLC","NAV III OPPORTUNITY FUND, LLC - SERIES F","135,233.00",3/28/2022
"NAV Management, LLC","NAV MANAGERS FUND, LLC","110,907.00",3/28/2022
"NAV Management, LLC","NAV MODA OPERANDI I, LLC - SERIES CD","2,588.00",3/28/2022
"NAV Management, LLC","NAV MODA OPERANDI I, LLC - SERIES CX/DX","14,084.00",3/28/2022
"NAV Management, LLC","NAV MODA OPERANDI I, LLC - SERIES F","14,674.00",3/28/2022
"NAV Management, LLC","NAV MODA OPERANDI I, LLC - SERIES G","5,377.00",3/28/2022
"NAV Management, LLC","NAV OPPORTUNITY FUND II, L.P.","2,318,318.00",3/28/2022
"NAV Management, LLC","NAV TRUVERIS I, LLC","809,766.00",3/28/2022
"NAV Management, LLC","NAV ZEEL I, LLC","548,243.00",3/28/2022
"NAV Management, LLC","NEW ATLANTIC ENTREPRENEUR FUND III, L.P.","390,582.00",3/28/2022
"NAV Management, LLC","NEW ATLANTIC VENTURE FUND III, L.P.","10,206,850.00",3/28/2022
"NAV Management, LLC","NEW ATLANTIC VENTURE FUND IV, L.P.","27,093,707.00",3/28/2022
"Navitas Capital GP, LLC","NAVITAS CAPITAL I, L.P.","14,158,621.00",3/29/2019
"Navitas Capital GP, LLC","NAVITAS CAPITAL II SG, L.P.","4,326,359.00",3/29/2019
"Navitas Capital GP, LLC","NAVITAS CAPITAL II, L.P.","38,761,182.00",3/29/2019
"Navitas Capital GP, LLC","NAVITAS CAPITAL II-A, L.P.","4,451,509.00",3/29/2019
"Navitas Capital GP, LLC","NAVITAS OPTIMUM HOLDINGS, L.P.","1,210,617.00",3/29/2019
"Navitas Capital GP, LLC","NAVITAS SWEETEN OPPORTUNITY FUND, L.P.","1,593,410.00",3/29/2019
"NEA Management Company, LLC","NEA BH SPV II, L.P.","10,388,446.00",12/21/2022
"NEA Management Company, LLC","NEA BH SPV, L.P.","27,112,114.00",12/21/2022
"NEO Ventures, LLC",NEO 2.0 LP,"173,531,528.00",3/31/2022
"NEO Ventures, LLC","NEO 2.0A, LP","2,235,084.00",3/31/2022
"NEO Ventures, LLC","NEO FUND 1.0, L.P.","230,292,804.00",3/31/2022
"NEO Ventures, LLC","NEO FUND 1.0A, L.P.","4,494,150.00",3/31/2022
"NEO Ventures, LLC","NEO SPV 1.1, LP","11,236,534.00",3/31/2022
"NEO Ventures, LLC","NEO SPV 1.2, LP","2,925,002.00",3/31/2022
"NEO Ventures, LLC","NEO SPV 2.1, L.P.","10,455,485.00",3/31/2022
"Neotribe Management Company, LLC","NEOTRIBE ASSOCIATES I, L.P.","21,188,574.00",3/28/2022
"Neotribe Management Company, LLC","NEOTRIBE IGNITE FUND I, L.P.","78,391,701.00",3/28/2022
"Neotribe Management Company, LLC","NEOTRIBE VENTURES II, L.P.","215,304,559.00",3/28/2022
"NEW ERA MC US, LLC","NEW ERA CAPITAL PARTNERS II, L.P.","65,580,000.00",3/30/2021
"NEW ERA MC US, LLC","NEW ERA CAPITAL PARTNERS, L.P.","161,766,000.00",3/30/2021
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND II, LP","384,046,070.00",2/6/2023
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND II-A, LP","35,351,791.00",2/6/2023
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND III, LP","330,448,460.00",2/6/2023
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND III-A, LP","63,030,826.00",2/6/2023
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND, LP","27,117,140.00",2/6/2023
"NEW Harbor Capital Management, LP","NEW HARBOR CAPITAL FUND-A, LP","388,984.00",2/6/2023
"NEW Legacy Group, LLC","INNING ONE VENTURES, LP","10,965,000.00",1/10/2023
NEW York Life Investments Alternatives LLC,"BMG PA PRIVATE MARKETS (DELAWARE), LP","52,620,327.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PA CAPITAL DIRECT, LLC","48,796,110.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PA CAPITAL DIRECT, LLC-SERIES II","8,967,474.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PA MIDDLE MARKET FUND, LP","249,799,572.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PA REAL ASSETS FUND III, LP","91,829,268.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PA SMALL COMPANY COINVESTMENT FUND II, LP","173,326,028.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PRIVATE ADVISORS COINVESTMENT FUND III, L.P.","92,938,700.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VII, LP","506,742,426.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PRIVATE ADVISORS SMALL CO PRIVATE EQUITY FUND VIII, LP","574,979,726.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PRIVATE ADVISORS SMALL COMPANY BUYOUT FUND IV, LP","134,417,381.00",1/20/2023
NEW York Life Investments Alternatives LLC,"PRIVATE ADVISORS SMALL COMPANY PRIVATE EQUITY FUND VI, LP","436,156,088.00",1/20/2023
NEW York Life Investments Alternatives LLC,"RICHMOND COINVESTMENT PARTNERS I, LP","69,529,558.00",1/20/2023
NEW York Life Investments Alternatives LLC,"RICHMOND COINVESTMENT PARTNERS I, LP- SERIES III","25,000,000.00",1/20/2023
NEW York Life Investments Alternatives LLC,"RICHMOND COINVESTMENT PARTNERS I, LP-SERIES II","26,977,588.00",1/20/2023
NEW York Life Investments Alternatives LLC,"RIDGELAKE PARTNERS, LP","492,799,389.00",1/20/2023
NEW York Life Investments Alternatives LLC,"SOCIAL ADVANCEMENT FUND, LP","58,738,584.00",1/20/2023
NEW York Life Investments Alternatives LLC,WASHINGTON PIKE,"71,817,676.00",1/20/2023
NEW York Life Investments Alternatives LLC,"WASHINGTON PIKE, LP-SERIES B","51,050,000.00",1/20/2023
"Newark Venture Accelerator, L.L.C.","NEWARK VENTURE PARTNERS FUND, L.P.","50,227,996.00",3/31/2022
"Newark Venture Accelerator, L.L.C.","NEWARK VENTURE PARTNERS FUND II, L.P.","92,656,929.00",3/31/2022
